,Mystery_Data_X,Mystery_Data_Y,Modified,Adamic_Adar_Index
95,158.1409837,655.6457721,TRUE,0.344026337
96,124.7823339,1104.223048,TRUE,0.354142931
97,49.02821723,768.0113131,TRUE,0.342416118
98,113.0647272,138.6842117,FALSE,0.302498929
99,149.1420232,1408.189101,TRUE,0.40346056
100,169.6276832,180.7845688,FALSE,0.301882705
101,198.2443933,778.3345416,TRUE,0.34237076
102,89.31119863,106.8875126,FALSE,0.302942638
103,148.9856794,605.1603123,TRUE,0.344957129
104,136.2340172,178.7669779,FALSE,0.301914612
105,154.7132778,152.4382656,FALSE,0.302305735
106,159.7617398,540.249714,TRUE,0.344787305
107,155.193981,172.5324412,FALSE,0.302003652
108,98.86789267,,TRUE,0
109,127.0906186,109.4999162,FALSE,0.302904815
110,114.209652,149.8035263,FALSE,0.302341471
111,135.0639715,1721.823229,TRUE,0.427265815
112,155.9808256,1373.075912,TRUE,0.399310718
113,199.1386887,164.2762116,FALSE,0.30213259
114,165.5025183,360.363805,TRUE,0.327630062
115,200.8242032,200.5118874,FALSE,0.301638684
116,139.0718339,826.6035803,TRUE,0.342290091
117,164.7213425,160.8252497,FALSE,0.302177449
118,147.634902,154.3004071,FALSE,0.302276262
119,163.2679804,138.5334252,FALSE,0.302501868
120,131.2403081,170.0043362,FALSE,0.302037824
121,149.1194299,177.2324677,FALSE,0.301932768
122,110.1083739,451.3488023,TRUE,0.337856657
123,131.1613026,86.57751212,FALSE,0.3032743
124,122.5054846,,TRUE,0
125,126.7119568,147.6775398,FALSE,0.302374602
126,98.85246788,1018.567369,TRUE,0.346527686
127,45.22821373,98.80873177,FALSE,0.303060891
128,185.1341956,554.5461201,TRUE,0.345855984
129,136.9031457,,TRUE,0
130,154.8924693,357.3000405,TRUE,0.327619845
131,108.5748866,,TRUE,0
132,154.1854471,458.9131336,TRUE,0.337816837
133,172.2240925,135.7877894,FALSE,0.302533979
134,152.5587162,376.7942575,TRUE,0.328445893
135,161.5602903,,TRUE,0
136,153.3402703,744.4746915,TRUE,0.34264878
137,163.8439384,,TRUE,0
138,117.3853951,129.2948989,FALSE,0.302616281
139,106.8719016,118.4281702,FALSE,0.302771411
140,150.3977567,131.8914741,FALSE,0.302578952
141,124.6882042,1094.336505,TRUE,0.353190848
142,120.0132313,,TRUE,0
143,135.3581167,1391.535061,TRUE,0.401208985
144,116.7557097,143.2184573,FALSE,0.302433592
145,119.1164051,178.2013102,FALSE,0.301918756
146,123.3801818,167.1365938,FALSE,0.302086508
147,179.6819251,167.0050781,FALSE,0.30208799
148,152.094958,134.7955503,FALSE,0.302545161
149,150.1655557,128.4920192,FALSE,0.302624625
150,156.9070512,172.0883981,FALSE,0.302006427
151,109.6779329,290.3436148,TRUE,0.317869228
152,101.582979,,TRUE,0
153,109.7568505,150.9121685,FALSE,0.302323509
154,181.6136179,117.5037223,FALSE,0.302785215
155,151.0091955,193.8334601,FALSE,0.301711301
156,97.4926054,159.3263314,FALSE,0.302203729
157,169.6862141,169.1406745,FALSE,0.302055558
158,190.38457,388.4347637,TRUE,0.329983358
159,145.7165739,163.4029371,FALSE,0.302146826
160,123.6346389,499.4820372,TRUE,0.33962625
161,126.4795018,712.7809351,TRUE,0.343048656
162,141.1060665,161.5450564,FALSE,0.302169148
163,164.3354315,166.596147,FALSE,0.30209433
164,122.5869566,168.8665485,FALSE,0.302059103
165,115.3334746,659.5652539,TRUE,0.343972545
166,128.9960317,1033.243339,TRUE,0.347433323
167,111.0004444,,TRUE,0
168,144.7113689,,TRUE,0
169,127.8971968,880.1150694,TRUE,0.342562498
170,89.90776009,,TRUE,0
171,158.5269446,,TRUE,0
172,133.5497129,367.7751129,TRUE,0.327785772
173,183.5683131,172.8680744,FALSE,0.301997471
174,137.523685,,TRUE,0
175,78.81760217,1366.058703,TRUE,0.398053355
176,130.5741613,915.3306502,TRUE,0.343189461
177,113.2501153,741.0474854,TRUE,0.342726039
178,141.1566141,2212.688586,TRUE,0.533287899
179,168.0433712,168.0797106,FALSE,0.302072263
180,150.3087836,1536.073326,TRUE,0.415552989
181,163.6365167,1994.612259,TRUE,0.466867699
182,146.3498325,2009.496414,TRUE,0.469054
183,117.9037367,106.7909273,FALSE,0.302943156
184,126.2141584,137.4383365,FALSE,0.302515385
185,158.5426471,,TRUE,0
186,174.3714261,145.5238326,FALSE,0.302402861
187,95.84246762,161.5257945,FALSE,0.3021696
188,111.407606,,TRUE,0
189,159.418837,3048.40089,TRUE,0.928982255
190,115.1287828,1869.412335,TRUE,0.444224201
191,143.8084488,131.0862418,FALSE,0.302593052
192,148.3963184,141.2601279,FALSE,0.302462438
193,131.3121087,523.5556885,TRUE,0.34277386
194,148.57348,842.5519151,TRUE,0.342487396
195,96.64169773,684.9619177,TRUE,0.343443742
196,159.1688636,143.5544086,FALSE,0.30242602
197,122.4005506,845.9855743,TRUE,0.342550491
198,157.274024,1292.196288,TRUE,0.387060009
199,115.5099847,945.2853225,TRUE,0.343826716
200,91.96313505,76.64390482,FALSE,0.303535328
201,145.8384975,,TRUE,0
202,133.3778746,,TRUE,0
203,132.5953614,1263.335686,TRUE,0.382083794
204,137.9662507,154.72032,FALSE,0.302270908
205,105.3568606,,TRUE,0
206,162.2775998,132.8058272,FALSE,0.30256886
207,101.4146068,757.25076,TRUE,0.342577073
208,105.7003431,180.7496024,FALSE,0.301883194
209,149.1300276,166.8967759,FALSE,0.302089429
210,139.4515748,910.9766731,TRUE,0.343062853
211,135.5534882,148.3642507,FALSE,0.302363274
212,110.3151822,272.0538929,TRUE,0.31033698
213,126.8495306,159.9348903,FALSE,0.302195828
214,175.2311864,548.5105824,TRUE,0.345572788
215,144.7744257,686.3683632,TRUE,0.343420432
216,119.4483199,987.903749,TRUE,0.345056073
217,138.2328216,158.7265846,FALSE,0.302209926
218,162.04676,919.7594842,TRUE,0.343315614
219,158.0954363,891.7478831,TRUE,0.342690737
220,125.4694919,,TRUE,0
221,164.1464043,149.8309481,FALSE,0.302339558
222,145.4775317,190.3866705,FALSE,0.301746679
223,140.8399099,1462.596383,TRUE,0.409215977
224,111.9756243,105.4817506,FALSE,0.302962953
225,176.5397982,164.1975167,FALSE,0.302134571
226,140.3196369,126.1081592,FALSE,0.302660548
227,112.6151808,506.3921755,TRUE,0.340328849
228,121.9342396,138.2949533,FALSE,0.302505131
229,176.5418952,,TRUE,0
230,151.7605301,163.5915899,FALSE,0.302143852
231,165.2429711,454.276118,TRUE,0.337820388
232,155.5178962,,TRUE,0
233,136.7391,101.4511176,FALSE,0.303020777
234,107.8432223,,TRUE,0
235,129.999472,418.5609842,TRUE,0.335651792
236,176.7267835,910.4398734,TRUE,0.343045958
237,139.2167538,119.2790769,FALSE,0.302757753
238,107.4095054,100.02108,FALSE,0.303041284
239,91.71208499,110.5486385,FALSE,0.302888227
240,163.2738502,974.0026135,TRUE,0.344695915
241,154.5914715,185.173189,FALSE,0.301821557
242,135.2442505,2110.460132,TRUE,0.499479191
243,161.4503659,146.1773605,FALSE,0.302391554
244,147.8068038,140.1008777,FALSE,0.302479297
245,138.7414954,144.641095,FALSE,0.30241405
246,175.6433527,171.3005915,FALSE,0.302017097
247,122.9284552,651.1428593,TRUE,0.344056849
248,123.3455584,572.8648748,TRUE,0.345849307
249,156.4562866,1063.447544,TRUE,0.350108852
250,149.8527747,152.6719719,FALSE,0.302303371
251,135.7433107,1110.39835,TRUE,0.354872583
252,138.9057831,942.4182368,TRUE,0.343721317
253,184.0243961,,TRUE,0
254,157.7548724,506.3666109,TRUE,0.340329074
255,138.5328094,853.252689,TRUE,0.342474851
256,109.5275347,100.8349086,FALSE,0.303028723
257,193.1434342,1226.829951,TRUE,0.374426684
258,146.3007268,759.3240169,TRUE,0.342509273
259,147.6280425,171.8280449,FALSE,0.302008803
260,113.4034723,,TRUE,0
261,106.2639651,140.2665075,FALSE,0.302475994
262,174.8052391,,TRUE,0
263,112.9681892,115.1631566,FALSE,0.302821212
264,133.4510509,114.0521522,FALSE,0.302840575
265,171.3597262,316.8504727,TRUE,0.327296697
266,128.6381217,146.7083427,FALSE,0.302387222
267,156.7171543,157.0733372,FALSE,0.302235678
268,183.8264644,903.024274,TRUE,0.342951224
269,144.3766616,127.4205497,FALSE,0.302642082
270,150.4003087,457.6420939,TRUE,0.337804152
271,132.9663307,98.13736479,FALSE,0.303069491
272,161.1611647,159.1658292,FALSE,0.302205629
273,143.2140804,1059.039868,TRUE,0.349703193
274,109.2739059,155.8210744,FALSE,0.302255861
275,89.92125403,648.8427688,TRUE,0.344109241
276,117.1971159,148.6108466,FALSE,0.302361274
277,113.7626356,358.8934028,TRUE,0.327652638
278,130.4384379,158.0508958,FALSE,0.302221006
279,117.2828704,169.0012812,FALSE,0.302057622
280,145.5076666,1357.694226,TRUE,0.396839757
281,130.2009486,165.9959267,FALSE,0.302103101
282,122.3582798,1029.231689,TRUE,0.347241499
283,201.5761399,1138.898726,TRUE,0.358087046
284,123.668239,157.1423101,FALSE,0.302234273
285,109.5273455,108.0116666,FALSE,0.302926163
286,120.2639438,104.4499139,FALSE,0.302978711
287,109.7653242,123.8310085,FALSE,0.302693861
288,118.5605154,170.0536384,FALSE,0.302037375
289,135.5375101,121.6586492,FALSE,0.302729178
290,151.1376044,,TRUE,0
291,139.6318383,148.7896638,FALSE,0.302358406
292,175.2514783,148.9957586,FALSE,0.302356402
293,166.9882753,200.1739139,FALSE,0.301643428
294,100.4351946,141.7068205,FALSE,0.302457039
295,160.0437731,141.5925151,FALSE,0.302457039
296,130.1339436,969.4048254,TRUE,0.344630788
297,77.18826527,869.5423013,TRUE,0.342513933
298,117.3443052,822.8718597,TRUE,0.342341559
299,141.3458677,134.3642344,FALSE,0.302552338
300,78.88130724,,TRUE,0
301,153.5891219,171.6334532,FALSE,0.30201109
302,117.1474985,772.4090257,TRUE,0.342398544
303,145.6941958,,TRUE,0
304,184.9140281,135.4724714,FALSE,0.302538305
305,95.04935134,109.741787,FALSE,0.30290192
306,151.7534801,2038.565402,TRUE,0.476836291
307,82.13473434,1405.581888,TRUE,0.40316211
308,147.5527905,1087.377615,TRUE,0.352463496
309,122.3389303,442.7207847,TRUE,0.337828265
310,140.624312,937.1434369,TRUE,0.343602395
311,119.3053939,385.3052321,TRUE,0.329484819
312,140.2173531,,TRUE,0
313,183.8326828,585.0034957,TRUE,0.345539294
314,133.9089045,132.637466,FALSE,0.30257029
315,72.18654811,187.7513993,FALSE,0.301792688
316,87.58837735,809.8770793,TRUE,0.342301223
317,111.24925,132.5973971,FALSE,0.30257029
318,179.0668545,149.1928479,FALSE,0.302352117
319,112.5534136,508.6609837,TRUE,0.340634451
320,161.6387162,198.9867795,FALSE,0.301651649
321,150.0743576,111.4453434,FALSE,0.302875784
322,148.1793318,1175.305822,TRUE,0.3637723
323,131.1740384,920.1099304,TRUE,0.343299606
324,145.2114069,307.9677049,TRUE,0.324992864
325,105.4726013,127.787512,FALSE,0.302635491
326,120.5158476,127.6779011,FALSE,0.302638995
327,126.8999946,746.6596018,TRUE,0.342697634
328,132.0101464,141.742323,FALSE,0.302456031
329,143.8076759,,TRUE,0
330,104.6194364,1239.824594,TRUE,0.377193818
331,110.3139679,,TRUE,0
332,102.624081,220.8650583,TRUE,0.301843308
333,96.78882097,1073.092355,TRUE,0.351086289
334,133.2774712,1772.026323,TRUE,0.43235191
335,165.9057061,128.7634045,FALSE,0.302622729
336,143.6170348,148.7776726,FALSE,0.302358406
337,137.5370459,337.8063233,TRUE,0.328122324
338,82.59965119,,TRUE,0
339,196.4024362,,TRUE,0
340,64.25066469,880.8270924,TRUE,0.342594046
341,124.8051572,155.4926441,FALSE,0.302257896
342,102.7230647,999.9317506,TRUE,0.34549029
343,147.4478016,1513.838237,TRUE,0.413633386
344,91.83956814,111.6578535,FALSE,0.302870298
345,166.2909122,129.8321059,FALSE,0.302608286
346,204.4754112,175.3261848,FALSE,0.301958641
347,146.612563,569.1243653,TRUE,0.345856231
348,149.3265358,856.8652694,TRUE,0.342460707
349,164.087227,850.9808717,TRUE,0.342503834
350,133.4806813,123.8565472,FALSE,0.302693861
351,150.5173757,1849.518239,TRUE,0.44143378
352,149.0402098,152.4421139,FALSE,0.302305735
353,89.92199652,1076.873314,TRUE,0.35140386
354,118.121189,955.185378,TRUE,0.344126802
355,147.3690015,,TRUE,0
356,144.8803698,121.3276356,FALSE,0.302734483
357,154.1334031,1089.09603,TRUE,0.352717513
358,129.5104972,726.3178255,TRUE,0.342768971
359,156.7782841,644.2089483,TRUE,0.344254304
360,119.9440622,459.2904441,TRUE,0.337814615
361,135.5668675,139.2780468,FALSE,0.302489845
362,172.9859914,346.7351732,TRUE,0.327822205
363,194.0296058,135.1038215,FALSE,0.30254171
364,158.3988485,136.9726667,FALSE,0.302521259
365,63.83544346,140.4948115,FALSE,0.302474068
366,146.9221466,175.8695264,FALSE,0.301954037
367,107.7219798,857.1277598,TRUE,0.342450471
368,101.3078634,,TRUE,0
369,169.4172579,1005.417301,TRUE,0.345710674
370,156.4133145,141.4178132,FALSE,0.302459964
371,181.3121334,2770.259748,TRUE,0.708983984
372,100.6823918,489.229441,TRUE,0.33867739
373,148.3879375,2247.540945,TRUE,0.547154953
374,93.5340825,449.8451159,TRUE,0.337805803
375,158.8692898,,TRUE,0
376,197.1093355,481.6730659,TRUE,0.33817945
377,196.1030432,593.1110421,TRUE,0.345309825
378,165.3088449,,TRUE,0
379,150.2873535,174.2937062,FALSE,0.301977152
380,162.8652346,369.2891759,TRUE,0.327788605
381,155.9345046,194.5678648,FALSE,0.301701945
382,119.3380942,502.6910923,TRUE,0.339887627
383,98.11937873,115.7863524,FALSE,0.302816165
384,145.8208721,819.4717268,TRUE,0.342339027
385,189.215702,,TRUE,0
386,172.1154662,139.5708325,FALSE,0.302486494
387,182.9698578,145.1716386,FALSE,0.302407743
388,146.0633202,546.8293585,TRUE,0.345414721
389,157.7050842,147.6557486,FALSE,0.302374602
390,132.0293283,,TRUE,0
391,175.5941703,1732.680843,TRUE,0.428290817
392,136.8660814,726.9869365,TRUE,0.342792909
393,115.1958739,145.6009544,FALSE,0.302400987
394,158.1406204,156.1539366,FALSE,0.302249976
395,181.3512188,984.790499,TRUE,0.344861703
396,168.319357,158.2444061,FALSE,0.302218198
397,107.8752052,101.5306364,FALSE,0.303019239
398,125.7433277,137.7883935,FALSE,0.302510484
399,159.2774267,160.1045883,FALSE,0.30219339
400,105.0761136,955.0809754,TRUE,0.344115483
401,109.3060316,861.166,TRUE,0.342453356
402,179.061543,161.170185,FALSE,0.302174064
403,191.8772814,539.7812065,TRUE,0.344762757
404,113.1552895,306.0475878,TRUE,0.324394872
405,129.3093993,914.481782,TRUE,0.343177818
406,146.7549862,148.3127667,FALSE,0.302364773
407,156.8117112,139.6658769,FALSE,0.302485116
408,150.1149677,906.4848663,TRUE,0.343002392
409,154.6813961,129.15484,FALSE,0.302616789
410,131.6619561,113.0875165,FALSE,0.302855946
411,141.6787057,160.9773302,FALSE,0.302175552
412,164.9518621,130.911624,FALSE,0.302596467
413,75.88835327,73.84495926,FALSE,0.303630783
414,99.4643304,345.2728712,TRUE,0.327864643
415,121.0547821,84.99471501,FALSE,0.303314135
416,127.9491702,491.7488409,TRUE,0.338900971
417,145.1539651,174.3291333,FALSE,0.30197666
418,123.1423916,284.4456723,TRUE,0.315287239
419,125.2861497,,TRUE,0
420,178.6582286,775.0972244,TRUE,0.342374141
421,125.1477135,418.8086369,TRUE,0.335671105
422,187.6668099,1998.973371,TRUE,0.467092655
423,164.7888009,1080.475672,TRUE,0.351737641
424,173.1952333,1119.108059,TRUE,0.355811917
425,148.7468365,138.0565994,FALSE,0.302507559
426,120.6477127,184.1202143,FALSE,0.301833304
427,124.6958596,2019.32283,TRUE,0.471350941
428,179.4413339,714.6650856,TRUE,0.343036985
429,165.2614911,714.7165907,TRUE,0.343040126
430,136.3663608,1212.762084,TRUE,0.371048912
431,238.9713082,,TRUE,0
432,155.333722,757.3128771,TRUE,0.34257114
433,168.9655381,130.9362069,FALSE,0.302596005
434,168.4185414,168.1630957,FALSE,0.302070332
435,164.1874504,126.726887,FALSE,0.302652903
436,114.6584541,817.0938817,TRUE,0.342320975
437,178.3908433,137.8256701,FALSE,0.302510024
438,104.4647704,549.8190333,TRUE,0.345619275
439,129.5580979,111.0454417,FALSE,0.302879817
440,172.4542428,1150.527052,TRUE,0.359773659
441,143.3716459,137.7219502,FALSE,0.302510989
442,138.5979469,,TRUE,0
443,139.7675375,1102.140605,TRUE,0.353954145
444,137.4149915,114.0428993,FALSE,0.302840575
445,171.028853,,TRUE,0
446,157.6076522,191.4618021,FALSE,0.301732347
447,145.3852457,373.9551968,TRUE,0.328182698
448,113.834508,414.3991729,TRUE,0.334995954
449,181.5437706,470.0771279,TRUE,0.337805982
450,125.3441287,661.213125,TRUE,0.343944426
451,117.5737604,988.1717359,TRUE,0.345054475
452,171.514257,176.6471897,FALSE,0.301940141
453,134.7287879,119.9700668,FALSE,0.302748361
454,204.9487392,144.3580281,FALSE,0.302416382
455,145.1850343,169.2987276,FALSE,0.302052234
456,113.5970822,121.3224452,FALSE,0.302734949
457,172.2524181,645.1377893,TRUE,0.344232807
458,142.3228562,967.7116659,TRUE,0.344565658
459,115.0716426,111.120506,FALSE,0.302878832
460,90.62141415,109.025004,FALSE,0.302909279
461,116.6998101,1037.05843,TRUE,0.347709334
462,150.8863366,838.7339913,TRUE,0.342503109
463,163.6086354,177.0340101,FALSE,0.301934954
464,133.8278651,,TRUE,0
465,79.52451554,84.38636457,FALSE,0.303335827
466,118.7535707,814.4861021,TRUE,0.342305778
467,161.8870185,144.6333378,FALSE,0.30241405
468,194.8587461,,TRUE,0
469,170.7521865,208.7192914,FALSE,0.301610268
470,102.1258498,2008.932496,TRUE,0.468892571
471,165.9724171,1036.772811,TRUE,0.347697465
472,97.27688936,175.2192348,FALSE,0.301959489
473,185.1192248,151.7102416,FALSE,0.302313826
474,160.4835499,476.5238583,TRUE,0.337897472
475,143.3068696,1842.664917,TRUE,0.439987676
476,145.1369966,113.7975448,FALSE,0.302843478
477,118.8902043,771.4906686,TRUE,0.342385792
478,147.4687295,180.9692674,FALSE,0.301879268
479,158.5279573,167.6937659,FALSE,0.302077205
480,129.8458388,148.5134257,FALSE,0.302361274
481,134.0378466,1071.06795,TRUE,0.350870293
482,107.0864944,,TRUE,0
483,166.2845984,118.6125337,FALSE,0.302769543
484,87.23518339,127.3978931,FALSE,0.302642082
485,148.5492408,1179.905415,TRUE,0.364695602
486,162.8321378,1781.97442,TRUE,0.432995307
487,77.94991611,121.0010323,FALSE,0.302737757
488,114.6434243,1553.282437,TRUE,0.415941554
489,107.6239596,429.3489292,TRUE,0.337012416
490,172.8123169,142.1165944,FALSE,0.302449188
491,110.9133977,145.8284351,FALSE,0.302396434
492,160.5461403,607.5358019,TRUE,0.344953749
493,147.8111569,,TRUE,0
494,90.31590731,1604.043436,TRUE,0.418673362
495,135.8744772,798.3486869,TRUE,0.342344244
496,116.5629752,1242.079818,TRUE,0.377696283
497,118.7520711,87.21862702,FALSE,0.303258423
498,130.3471222,153.8211128,FALSE,0.302285144
499,153.2221081,174.2683408,FALSE,0.301977599
500,118.6710111,133.6626882,FALSE,0.302560204
501,96.08738433,123.9629938,FALSE,0.302691335
502,166.3461698,823.359707,TRUE,0.342354082
503,133.3662292,144.333679,FALSE,0.302416382
504,144.2246908,159.8071973,FALSE,0.302197858
505,193.4448036,446.3240327,TRUE,0.337816353
506,120.840687,784.9776371,TRUE,0.34237343
507,147.3846796,175.1959705,FALSE,0.301959489
508,123.5591783,134.6349019,FALSE,0.302547556
509,144.1059567,,TRUE,0
510,106.1232419,489.6795237,TRUE,0.338706274
511,169.8345901,95.35486678,FALSE,0.303114274
512,138.3869907,1110.172377,TRUE,0.354859912
513,129.612957,171.2577341,FALSE,0.302018622
514,120.6433187,120.3647789,FALSE,0.302744586
515,153.2070236,119.9783228,FALSE,0.302747895
516,62.71467707,618.3775265,TRUE,0.344880069
517,178.646703,168.8426111,FALSE,0.302059641
518,130.5721696,138.1716003,FALSE,0.302506096
519,129.1810013,153.9850772,FALSE,0.302283605
520,132.9829025,1522.196206,TRUE,0.414500642
521,125.0207086,96.99794394,FALSE,0.303088431
522,156.1629075,143.2796618,FALSE,0.302432586
523,181.824912,740.604685,TRUE,0.342728685
524,145.9272668,,TRUE,0
525,136.528568,,TRUE,0
526,160.3931858,171.9635176,FALSE,0.302007816
527,100.8195467,139.5139898,FALSE,0.302488422
528,137.2920976,174.3005568,FALSE,0.30197666
529,133.0180078,114.642627,FALSE,0.302829267
530,94.60754566,761.3348492,TRUE,0.342508331
531,161.9086814,,TRUE,0
532,176.051306,638.6855717,TRUE,0.34436674
533,157.9356443,139.6945419,FALSE,0.302485116
534,122.5131881,2058.777528,TRUE,0.481841434
535,102.3767753,817.1511899,TRUE,0.342325021
536,175.4059288,158.7236006,FALSE,0.302209926
537,131.4858107,124.2250908,FALSE,0.302688966
538,125.283434,148.338715,FALSE,0.302364232
539,195.9268664,163.4447517,FALSE,0.302145383
540,117.1935055,,TRUE,0
541,186.2057144,931.6713526,TRUE,0.343503663
542,152.7481358,1023.030445,TRUE,0.346885647
543,130.9935649,612.8404704,TRUE,0.344953415
544,155.2321605,1793.887297,TRUE,0.434433341
545,160.2689143,1530.648753,TRUE,0.415465464
546,138.0439053,141.1718514,FALSE,0.302464912
547,115.8288566,116.4703789,FALSE,0.30280691
548,185.9975671,,TRUE,0
549,149.6428216,139.5066475,FALSE,0.302488422
550,103.0613569,847.3285663,TRUE,0.342489529
551,76.8678994,154.7729164,FALSE,0.302269414
552,156.0651313,1072.24597,TRUE,0.350969362
553,131.4702685,169.619702,FALSE,0.302046038
554,139.8659938,,TRUE,0
555,154.5908378,203.5451079,FALSE,0.301623998
556,144.7391982,881.069775,TRUE,0.342580547
557,119.7755442,140.8265555,FALSE,0.302469635
558,125.0093888,436.9891171,TRUE,0.337592942
559,189.1286402,138.5333521,FALSE,0.302501868
560,164.4895291,173.6159565,FALSE,0.301985159
561,138.4877303,,TRUE,0
562,142.4010335,162.2203956,FALSE,0.302163868
563,79.42569463,1523.130797,TRUE,0.414608252
564,143.7404685,155.3831168,FALSE,0.302259302
565,176.7239328,591.8967021,TRUE,0.34530978
566,156.6727136,510.5619522,TRUE,0.340953998
567,160.5466064,,TRUE,0
568,125.8597055,1317.337517,TRUE,0.391123468
569,183.8327636,1267.731316,TRUE,0.382699692
570,157.5783658,172.179766,FALSE,0.30200598
571,161.4737994,144.4900155,FALSE,0.302415467
572,142.0236202,,TRUE,0
573,113.090796,163.1797319,FALSE,0.302150207
574,117.1919765,,TRUE,0
575,210.6736927,196.0988746,FALSE,0.301676113
576,124.7855822,,TRUE,0
577,97.15826867,137.1489877,FALSE,0.302517398
578,110.5983469,1657.924278,TRUE,0.422639908
579,122.0757164,125.8333407,FALSE,0.302663376
580,153.9518189,776.2883124,TRUE,0.342398018
581,115.362722,162.2456512,FALSE,0.302163329
582,159.4712004,186.3807553,FALSE,0.30181223
583,138.0101999,155.0842977,FALSE,0.302264152
584,133.2179578,561.6408892,TRUE,0.34590185
585,141.0164902,492.627821,TRUE,0.338983098
586,81.03080459,967.5267396,TRUE,0.344577223
