Mystery_Data_X,Mystery_Data_Y,Modified
213.8883352,946.2529121,TRUE
133.6894759,676.5518456,TRUE
128.5485104,106.6398045,FALSE
169.1405561,797.4083874,TRUE
86.41078196,135.890207,FALSE
134.5885237,436.0930833,TRUE
89.24315201,373.111526,TRUE
151.9971186,413.6415329,TRUE
149.9751814,178.6898956,TRUE
128.1376221,716.1210427,TRUE
135.0432653,89.45331904,FALSE
200.536778,207.2500288,FALSE
117.3093608,112.2363249,FALSE
151.8185711,130.875151,FALSE
205.9471493,173.0733931,FALSE
146.2542035,168.9681046,FALSE
132.2775753,725.9808719,TRUE
145.3635717,109.2596622,FALSE
163.2723585,148.7373718,FALSE
94.21910291,0,TRUE
145.7034071,224.5581185,TRUE
154.0351755,0,TRUE
174.3119105,0,TRUE
146.9460061,155.4113277,FALSE
100.9973208,172.4019642,FALSE
96.78488128,183.4718389,FALSE
87.4453069,194.2950828,TRUE
88.69085826,345.7735859,TRUE
132.6186033,143.7325146,FALSE
192.5889634,167.017883,FALSE
174.0575859,172.4365506,FALSE
137.8789955,140.4874937,FALSE
97.98633778,148.3055626,FALSE
143.4312018,204.2081733,TRUE
86.86200131,623.9697604,TRUE
81.69197593,132.4373492,FALSE
150.4349357,0,TRUE
153.1650133,216.0977491,TRUE
164.1469524,617.7642092,TRUE
115.5762527,387.7258492,TRUE
148.1334942,90.39587706,FALSE
208.3436277,192.490775,FALSE
142.2675617,384.4313387,TRUE
95.690683,331.6069426,TRUE
135.0019851,645.5764613,TRUE
191.0633057,0,TRUE
118.8444596,624.9665522,TRUE
116.1064738,404.2077873,TRUE
106.6372762,152.1209536,FALSE
182.2506824,875.2570825,TRUE
177.8601191,179.0871299,FALSE
197.5273842,163.4844583,FALSE
149.0570455,72.58466174,FALSE
217.216156,617.0205614,TRUE
129.8310169,181.9365947,FALSE
142.9319197,145.105609,FALSE
109.4259966,354.054284,TRUE
138.2898327,160.4814058,FALSE
114.2183242,413.3385501,TRUE
166.6488513,0,TRUE
236.292345,195.6527597,FALSE
135.3818541,373.024228,TRUE
102.4583133,123.5342366,FALSE
110.4713196,121.9642462,FALSE
109.082376,439.9320662,TRUE
136.2022927,118.1622037,FALSE
199.1396119,348.2318996,TRUE
127.6109867,109.7512171,FALSE
131.3080826,152.5436507,FALSE
165.1148583,0,TRUE
148.7589114,181.2609872,FALSE
116.6268776,129.7896973,FALSE
134.7462065,678.0908597,TRUE
131.0056321,1248.986717,TRUE
99.79179317,0,TRUE
105.3305153,147.6852775,FALSE
62.37609078,136.3176469,FALSE
129.5306588,163.8008645,FALSE
107.6329853,0,TRUE
119.7667415,115.3567143,FALSE
131.6451615,110.6964392,FALSE
186.7770113,202.440626,FALSE
109.3335962,85.2635107,FALSE
153.8696733,663.6098255,TRUE
85.4376602,132.6929578,FALSE
205.8644185,958.7213153,TRUE
128.9436915,313.7749575,TRUE
159.1705088,153.4554272,FALSE
134.3885342,167.078765,FALSE
93.05478875,173.5941011,FALSE
155.3996689,443.7740107,TRUE
142.0478178,163.3622365,FALSE
138.8785076,111.6776529,FALSE
74.02700373,112.5620908,FALSE
100.9617254,119.8967126,FALSE
126.658684,123.4262922,FALSE
122.7664076,408.1203233,TRUE
200.2696592,456.1208709,TRUE
123.1886339,110.0640267,FALSE
118.5841993,183.3719431,FALSE
150.245412,166.8108069,FALSE
115.0596597,107.7400911,FALSE
120.1590191,203.0207395,FALSE
88.6788256,162.5373783,FALSE
99.02691963,109.3266202,FALSE
139.3381322,141.32505,FALSE
160.7249968,429.2796307,TRUE
121.586787,171.7270114,FALSE
79.24190681,99.65181425,FALSE
196.219213,160.8914349,FALSE
155.7253824,177.6686065,FALSE
154.5451656,156.2576975,FALSE
102.1089311,135.151786,TRUE
115.1578503,96.67189877,FALSE
149.8855408,197.1461467,FALSE
129.3484142,197.4454734,FALSE
130.9426954,125.3136969,FALSE
150.8701704,139.9835712,FALSE
104.8142697,309.3350644,TRUE
160.1087822,171.3254104,FALSE
135.0014787,640.2325248,TRUE
133.7500304,0,TRUE
152.2999495,136.7071031,FALSE
196.9693312,145.3026644,FALSE
110.1597736,105.1035868,FALSE
139.3156761,177.0152882,FALSE
157.9316646,201.7014011,FALSE
134.2483031,0,TRUE
124.9183992,146.1094518,FALSE
169.8017894,0,TRUE
112.0432808,121.0215321,FALSE
162.4872739,0,TRUE
101.4688813,235.6773664,TRUE
238.3177932,264.1772628,TRUE
141.0096875,181.6516009,TRUE
141.2478212,278.9198272,TRUE
156.4394215,196.9087597,FALSE
87.24629885,136.2469583,FALSE
131.6617733,0,TRUE
128.5882058,167.5901309,FALSE
173.2504293,367.0874489,TRUE
48.14414248,109.1860366,FALSE
159.9575745,164.8838365,FALSE
136.6418738,179.5628491,FALSE
115.2577983,83.39137299,FALSE
220.11207,172.3183527,FALSE
103.6127443,171.8961282,FALSE
144.6844446,0,TRUE
215.5160722,0,TRUE
130.9161548,157.1853495,FALSE
104.6311861,127.9144329,FALSE
163.8908831,164.6390541,FALSE
141.3502118,158.9671205,FALSE
154.4314801,253.3456833,TRUE
134.8446468,294.0973986,TRUE
110.1400625,135.0643899,FALSE
90.21137519,184.6034438,TRUE
153.5712748,207.6471075,FALSE
113.9941792,242.5797603,TRUE
200.4793471,182.9418575,FALSE
185.7377792,185.4179537,FALSE
129.0948117,0,TRUE
133.3897692,653.191836,TRUE
203.6416063,172.1508841,FALSE
129.1270323,120.2621927,FALSE
150.4711154,0,TRUE
51.92468518,152.6770377,FALSE
85.24593635,578.0014715,TRUE
134.8076891,718.4614133,TRUE
116.1026181,169.7273364,FALSE
159.7110306,533.0027866,TRUE
106.5315406,0,TRUE
119.6276315,0,TRUE
146.5827182,145.0797593,FALSE
191.9870976,185.2401497,FALSE
168.0587836,122.5911134,FALSE
140.1608778,740.5659937,TRUE
143.126091,170.5905033,FALSE
103.647092,124.2086745,FALSE
124.916574,1080.818858,TRUE
132.1419173,170.73038,FALSE
190.9655985,194.3780593,FALSE
136.4063847,114.7848238,FALSE
119.4473645,673.3790288,TRUE
119.6867078,152.6607954,FALSE
202.9654929,0,TRUE
121.041203,0,TRUE
117.7947671,0,TRUE
131.5587587,95.81509006,FALSE
138.3203565,445.8487581,TRUE
176.5913252,183.2830475,FALSE
109.255824,159.4074585,FALSE
110.726884,133.547416,FALSE
112.2964273,138.6714736,FALSE
84.84925016,66.88730239,FALSE
132.4951442,967.0499826,TRUE
69.89834666,148.0356888,FALSE
201.7030702,191.5166433,FALSE
117.2876756,0,TRUE
141.7489127,595.9454371,TRUE
167.2436452,131.3191058,FALSE
148.1741308,149.4461593,FALSE
139.4838882,170.7608548,FALSE
130.6092676,106.1160918,FALSE
161.3070649,178.5057138,FALSE
151.5570274,0,TRUE
129.1048593,394.7976094,TRUE
127.9810107,85.06081537,FALSE
189.1293862,187.399389,FALSE
197.0146183,599.9772156,TRUE
162.6220878,0,TRUE
104.3884963,94.42179494,FALSE
202.0521595,663.729051,TRUE
157.931104,182.865159,FALSE
106.2772795,167.2286632,FALSE
131.1647106,0,TRUE
148.9499413,119.1280739,FALSE
110.5422339,149.0477314,FALSE
198.8779472,203.8603874,FALSE
85.54437117,120.1684513,FALSE
72.9509373,739.6733294,TRUE
148.1733739,151.1604006,FALSE
195.2305782,159.0708722,FALSE
131.8128431,161.6440585,FALSE
200.899217,708.9166714,TRUE
167.5875701,158.95546,FALSE
104.0229788,141.2337779,FALSE
144.2230798,478.0384511,TRUE
48.61498736,159.2704069,FALSE
99.66510453,617.4392631,TRUE
194.4811638,180.4119253,FALSE
116.2844491,353.2854188,TRUE
100.8599171,71.22306592,FALSE
152.532616,274.244499,TRUE
162.6158683,194.2712581,FALSE
180.2628421,163.1916859,FALSE
142.508823,88.94049527,FALSE
109.3387146,333.535387,TRUE
117.297808,944.7709325,TRUE
124.9386553,0,TRUE
107.9655194,147.8941064,FALSE
137.7140045,112.7716328,FALSE
110.7160103,135.7815302,FALSE
130.9034466,518.964418,TRUE
126.493189,130.7127332,FALSE
148.1253145,477.4127865,TRUE
106.5734735,103.4125666,FALSE
133.6056635,375.5259132,TRUE
163.3715315,0,TRUE
164.8509728,168.8287421,FALSE
134.2253552,99.2265273,FALSE
112.5409989,197.9046435,FALSE
123.1105167,343.1656906,TRUE
158.6123223,394.7471945,TRUE
104.832765,151.5631925,FALSE
107.0123038,148.7463985,FALSE
132.8120578,143.8442545,FALSE
115.1738559,87.98439879,FALSE
111.5870022,331.3310421,TRUE
228.4403767,186.6985094,FALSE
234.1588839,164.1179614,FALSE
106.9578794,112.9484971,FALSE
108.0882988,130.2594608,FALSE
152.9917136,0,TRUE
104.8774949,144.9124056,FALSE
212.5606237,387.0764211,TRUE
110.4930875,143.1022688,FALSE
85.33593281,1075.672903,TRUE
100.5933196,0,TRUE
147.3287625,0,TRUE
78.98814699,90.69955748,FALSE
166.2289558,200.8483041,FALSE
171.6605421,157.7460931,FALSE
99.54621,0,TRUE
112.9033111,728.6072522,TRUE
129.6628767,174.2017539,FALSE
112.4349344,125.6910147,FALSE
91.02010696,609.1899707,TRUE
144.4999722,208.4544693,FALSE
156.4901015,162.9616456,FALSE
116.4938197,92.24706271,FALSE
117.7709729,129.1988482,FALSE
149.7635432,80.10477288,FALSE
94.7147352,261.3597097,TRUE
190.3437557,192.0159978,FALSE
85.36144875,138.46605,FALSE
128.3651027,0,TRUE
90.67245405,123.1239823,FALSE
96.11996574,150.0270573,FALSE
122.2165713,122.0003706,FALSE
74.37215785,0,TRUE
120.647252,213.0948882,FALSE
171.6062258,486.5315723,TRUE
116.7643038,169.279138,FALSE
235.8427938,892.9033402,TRUE
107.7391307,102.0888244,FALSE
88.67105733,616.0183544,TRUE
137.0428853,166.1702585,FALSE
137.0108397,169.1984,TRUE
125.0938799,145.9623812,FALSE
132.2872785,161.6302415,FALSE
61.45992703,148.6502679,FALSE
129.870773,363.1336501,TRUE
117.3208282,84.85699259,FALSE
68.09303835,191.4394821,FALSE
101.5615335,152.2153412,FALSE
154.5057025,307.0023901,TRUE
119.1875685,148.863812,FALSE
226.9531093,187.8511995,FALSE
106.691184,0,TRUE
198.6675865,556.6517897,TRUE
143.2818548,212.9234379,FALSE
123.9020436,140.8044619,FALSE
88.34399319,259.5219371,TRUE
131.0133202,171.3358827,FALSE
146.5126642,710.6758097,TRUE
133.4180423,442.6721189,TRUE
164.6904191,200.2957593,FALSE
92.16016417,109.9759918,FALSE
219.1284088,630.9001432,TRUE
162.1330913,128.6684408,FALSE
153.5449311,180.3466944,FALSE
173.9296728,190.8223458,FALSE
159.5919925,652.252985,TRUE
178.9283522,139.8579746,FALSE
141.2015894,0,TRUE
142.9412975,149.1402229,FALSE
145.5022865,153.2272612,FALSE
111.8693408,353.0027737,TRUE
206.8050899,203.8976105,FALSE
198.5182579,186.4701984,FALSE
103.0574088,127.8587202,FALSE
101.3642422,0,TRUE
186.0759213,337.4306299,TRUE
117.5881069,445.2831892,TRUE
137.4127455,134.3759864,FALSE
186.6966339,658.4643108,TRUE
194.5526086,172.7438802,FALSE
149.2430773,143.2492478,FALSE
119.6554204,432.2803828,TRUE
220.5007668,687.1724251,TRUE
119.160438,129.0120713,FALSE
139.2605518,151.0078886,FALSE
145.1853774,0,TRUE
183.4038728,196.2223622,FALSE
188.6735498,211.076025,FALSE
104.248233,0,TRUE
98.82729352,1062.639358,TRUE
84.72281208,0,TRUE
102.8898038,101.3541436,FALSE
170.1758632,113.3331319,FALSE
84.11286917,286.4275857,TRUE
194.6493779,181.0754528,FALSE
144.1841963,170.0814383,FALSE
150.8820677,373.0462218,TRUE
109.9931318,118.1267309,FALSE
118.2926722,151.1580937,FALSE
95.09818078,710.9782213,TRUE
194.8409325,0,TRUE
111.5964841,503.8190171,TRUE
143.72011,113.91793,FALSE
149.8422412,158.5382841,FALSE
157.881118,458.1840015,TRUE
114.0493461,173.03561,FALSE
144.8273107,239.9583331,TRUE
154.0098124,130.6585933,FALSE
130.5217795,273.3484977,TRUE
75.48871121,542.2540158,TRUE
246.5789812,428.2517764,TRUE
146.0535532,171.9773625,FALSE
110.2879536,153.8197706,FALSE
194.4533526,225.362479,FALSE
87.568158,176.2190667,FALSE
121.1264517,0,TRUE
104.1032433,145.7684294,FALSE
172.7787287,134.4374946,FALSE
145.6550367,880.6743175,TRUE
96.84904936,154.4698545,FALSE
102.6044548,705.134055,TRUE
166.4060364,181.8072813,FALSE
84.96744065,668.5606464,TRUE
199.3087534,557.1019578,TRUE
114.4862371,153.6714554,FALSE
115.479484,114.1921185,FALSE
101.594763,90.06375535,FALSE
90.0517525,136.388658,FALSE
135.6563045,176.4808364,FALSE
120.1131879,104.6504517,FALSE
204.6873425,0,TRUE
149.7686422,193.5052362,FALSE
175.5870725,340.5420727,TRUE
148.3502883,0,TRUE
151.8062159,189.1829109,FALSE
137.6795373,154.1916522,FALSE
139.1083767,169.4582613,FALSE
173.8381877,452.625138,TRUE
235.1646769,0,TRUE
181.6492297,153.3705866,FALSE
120.1043233,725.7869768,TRUE
198.7504321,190.1521017,FALSE
134.3650485,105.9368957,FALSE
129.4944387,180.7061159,FALSE
144.3027333,131.963816,FALSE
97.95592154,94.31735025,FALSE
110.6658262,543.8344476,TRUE
128.2707055,434.5871661,TRUE
154.5493565,261.204481,TRUE
121.238533,178.5297769,FALSE
80.0382178,658.9334747,TRUE
148.8055659,151.8546033,FALSE
133.7969839,173.2140931,FALSE
132.2827487,179.9061645,FALSE
129.8698708,190.5354355,FALSE
158.961555,0,TRUE
150.3586934,278.2844735,TRUE
162.7439495,160.5139221,FALSE
151.6349532,151.7863205,FALSE
184.4962925,142.3925824,FALSE
140.8275725,144.6423654,FALSE
162.7240074,150.2873248,FALSE
81.76196664,750.8923617,TRUE
112.6289469,0,TRUE
155.2244021,0,TRUE
113.8001582,284.519525,TRUE
91.37805681,120.9792901,FALSE
129.9597206,143.7532197,FALSE
179.0246552,474.7284602,TRUE
169.7850966,0,TRUE
142.792934,125.1714709,FALSE
127.646813,143.7257963,FALSE
162.3808269,130.6280987,FALSE
183.4127504,210.1924805,FALSE
114.4424778,79.86199672,FALSE
97.40779981,123.8605816,FALSE
154.6071603,182.5502104,FALSE
117.9429386,88.52373251,FALSE
110.7181403,155.5359826,FALSE
83.74499558,150.0475174,FALSE
192.1903758,182.2576726,FALSE
86.59624467,0,TRUE
203.8585494,0,TRUE
165.8159992,193.0284092,FALSE
163.1179192,0,TRUE
126.4113,176.934392,FALSE
146.941521,209.0144023,FALSE
94.23001246,159.4879281,FALSE
149.9345472,155.6828009,FALSE
133.8009503,0,TRUE
127.6155645,162.251821,FALSE
114.3280138,242.640989,TRUE
77.33252378,161.8785464,FALSE
100.3210139,363.6607073,TRUE
159.7336444,161.162889,FALSE
129.7608491,471.8345208,TRUE
149.0017002,640.8972448,TRUE
211.9571067,199.7823155,FALSE
205.8416706,178.8567917,FALSE
122.3090422,48.47984004,FALSE
92.9737814,225.2809294,TRUE
114.7468151,454.7068784,TRUE
161.9063003,158.836155,FALSE
237.7461226,364.4603941,TRUE
176.139572,154.5860982,FALSE
96.22764828,124.2290675,FALSE
141.1262046,315.1985889,TRUE
94.70709966,197.0344552,FALSE
119.7375508,142.4502271,FALSE
174.8371304,178.3046858,FALSE
110.2166218,616.6641002,TRUE
133.3492888,173.1399158,FALSE
218.2780172,149.6117463,FALSE
147.2341026,182.5720908,FALSE
92.03685306,162.5837734,FALSE
228.3818772,188.4293103,FALSE
129.127556,155.5769549,FALSE
197.2867057,174.615008,FALSE
86.14522073,162.793305,FALSE
123.5584128,194.9156358,FALSE
93.43391875,760.1975618,TRUE
70.84135151,155.982033,FALSE
147.9171418,163.0377796,FALSE
184.3365999,148.085634,FALSE
118.4234036,82.11411421,FALSE
166.8724325,256.8479657,TRUE
124.6786026,143.233316,FALSE
171.5415377,118.664572,FALSE
138.0142803,170.0597432,FALSE
210.2272288,163.4401915,FALSE
162.969914,457.7344568,TRUE
121.265452,157.9031397,FALSE
95.96148865,128.3620088,FALSE
155.7862386,185.0161659,TRUE
114.7431099,0,TRUE
163.6119136,1253.827469,TRUE
150.6177012,107.3740101,FALSE
132.4729655,182.195776,FALSE
89.24530816,172.7913722,FALSE
99.30143912,143.8810103,FALSE
110.9611131,179.5446266,FALSE
92.01222477,121.951447,FALSE
166.7599104,199.4014647,FALSE
97.10971996,134.4104049,FALSE
169.3217189,188.5574089,FALSE
116.7010817,85.2616964,FALSE
94.60269566,142.8214046,FALSE
106.2640592,234.2841713,TRUE
108.6144969,166.6242145,FALSE
150.0898297,1011.645405,TRUE
134.2004304,124.4252267,FALSE
139.7413325,0,TRUE
176.9484512,157.6545284,FALSE
89.13348482,119.2471624,FALSE
127.8149499,107.6106848,FALSE
104.5906899,685.2074463,TRUE
205.7638764,758.7523764,TRUE
141.4258325,186.5365927,FALSE
155.9564785,0,TRUE
124.2262738,69.40388454,FALSE
99.09373501,160.8383067,FALSE
150.2735566,357.1505007,TRUE
128.2862349,186.0816395,FALSE
134.975706,715.2668382,TRUE
165.6879977,186.8801782,FALSE
140.8710234,407.9711119,TRUE
93.75547075,109.5764622,FALSE
125.1194651,365.6479727,TRUE
175.7525161,172.5293281,FALSE
146.246018,0,TRUE
202.3688679,345.2416853,TRUE
186.6718132,374.4573297,TRUE
139.7243627,442.7611553,TRUE
148.2982214,79.80677899,FALSE
208.4166424,224.4987501,FALSE
134.6979096,167.6616038,FALSE
126.4159141,0,TRUE
125.9467872,537.5576359,TRUE
102.8982439,163.6006214,FALSE
80.83867605,635.8268948,TRUE
146.6450345,138.5840166,FALSE
106.4281685,179.6995288,FALSE
130.8669716,0,TRUE
134.6864911,129.0913334,FALSE
129.3506754,0,TRUE
187.9399306,228.5163616,FALSE
134.1698601,149.6237149,FALSE
145.0393854,0,TRUE
194.3189745,182.5659613,FALSE
207.3803879,156.8599656,FALSE
157.5094621,183.0915629,FALSE
151.3539308,875.6399486,TRUE
133.4006429,135.0838627,FALSE
96.41007641,143.2326061,FALSE
123.7818703,144.5681757,FALSE
124.6473539,458.3303672,TRUE
114.1015662,138.8498966,FALSE
106.1039131,0,TRUE
131.476448,0,TRUE
145.5552071,497.0249338,TRUE
101.6776741,153.3164629,FALSE
190.7598296,0,TRUE
136.3014156,100.0876918,FALSE
168.2291686,144.2449592,FALSE
96.0951552,467.1926616,TRUE
75.30393335,146.4564354,FALSE
112.3082826,84.90473199,FALSE
149.6607303,169.6406987,FALSE
217.6630894,0,TRUE
216.1739257,211.4397278,TRUE
146.5692242,165.3810066,FALSE
119.5741425,0,TRUE
135.2473216,177.7167466,FALSE
198.1873401,385.4583243,TRUE
111.7326597,458.0479992,TRUE
103.7813987,253.5552263,TRUE
180.3032485,1277.987094,TRUE
184.5990367,197.9233151,FALSE
172.8659366,370.9031626,TRUE
87.71871922,160.7686792,FALSE
190.9421823,475.4395108,TRUE
113.9526181,174.5644097,FALSE
90.55781126,116.0839714,FALSE
107.9158828,626.3615613,TRUE
109.5284968,146.095394,TRUE
163.6305178,168.1856045,FALSE
137.1040505,197.875605,FALSE
121.5612967,148.809786,FALSE
174.8227871,0,TRUE
123.0292988,146.3136926,FALSE
127.1919649,122.0318087,FALSE
142.7759983,124.702317,FALSE
93.01837681,128.6852585,FALSE
186.9605054,488.6843911,TRUE
80.19430759,0,TRUE
125.3090098,166.7250041,FALSE
157.4307626,168.2066178,FALSE
111.2333411,677.4050037,TRUE
102.3898168,0,TRUE
166.6119318,179.3801297,FALSE
129.9931104,141.622354,FALSE
103.3862406,156.8420947,FALSE
130.9046432,0,TRUE
119.362178,760.4213503,TRUE
86.65002388,67.67020757,FALSE
202.0042846,109.5140097,FALSE
126.7854366,122.9091754,FALSE
243.7358094,406.4230389,TRUE
208.0179442,186.7046353,FALSE
96.99516563,110.1975902,FALSE
138.0830933,136.3745375,FALSE
120.2155457,239.4604918,TRUE
208.4755263,654.3978335,TRUE
162.8711997,155.9807131,FALSE
169.441486,352.0141088,TRUE
100.1417498,787.8660003,TRUE
92.06280773,102.9499036,FALSE
110.5944278,127.311576,FALSE
84.84409815,86.70597145,FALSE
201.4477863,992.5610176,TRUE
146.1119276,254.6195223,TRUE
113.106837,653.2948847,TRUE
202.6963239,144.4333753,FALSE
131.7796761,52.17495526,FALSE
171.8984986,201.9860073,FALSE
190.6595364,223.8490017,FALSE
144.3890906,148.0109972,FALSE
121.8841924,0,TRUE
200.9587385,172.696402,FALSE
170.2470283,175.8558532,FALSE
139.8615088,163.0282963,FALSE
136.0538549,175.1072844,FALSE
111.8283916,171.4520724,FALSE
157.3113156,0,TRUE
153.9201363,208.6025368,FALSE
155.6566388,222.2262924,FALSE
215.9669634,191.8342815,FALSE
87.34887722,108.2277848,FALSE
195.0019631,579.7227366,TRUE
103.5061606,125.4140454,FALSE
98.85803715,477.1675378,TRUE
184.3409686,143.7131874,FALSE
171.1140362,175.4635856,FALSE
129.9319907,166.7830717,FALSE
200.3676304,189.9418668,FALSE
94.78971383,179.7243372,FALSE
193.3906028,216.1153752,FALSE
214.5898495,183.5342924,FALSE
139.6135401,131.1635162,FALSE
219.2102068,448.1925814,TRUE
207.8444598,197.2438218,FALSE
154.6563492,332.5206259,TRUE
161.6835077,0,TRUE
119.5854095,138.1711876,FALSE
95.32245017,108.6969131,FALSE
84.77034108,0,TRUE
199.2058779,0,TRUE
98.3914175,190.6487902,FALSE
119.5243726,166.0955407,FALSE
187.8539376,678.2523703,TRUE
98.20119261,108.4956541,FALSE
171.0001129,170.2350425,FALSE
182.7755398,516.9739489,TRUE
129.784029,152.5372512,FALSE
189.0161312,233.0796744,FALSE
64.89447693,107.9612305,FALSE
139.8645123,147.4884011,FALSE
122.2664093,186.3497421,FALSE
145.5588572,184.066106,FALSE
127.4465589,132.1615965,FALSE
118.2145441,170.2016944,FALSE
146.5469509,662.3158779,TRUE
150.4323298,155.0385915,FALSE
158.9210741,316.3890904,TRUE
126.7311085,180.1034834,FALSE
163.6379584,185.28623,FALSE
95.00714557,135.8584931,FALSE
176.1151491,146.1749984,FALSE
199.8900989,182.7749901,FALSE
91.39075995,877.4406485,TRUE
125.2103256,107.872146,FALSE
204.7527045,771.0216967,TRUE
121.842364,87.33374988,FALSE
190.3338363,0,TRUE
124.8816927,200.3751224,FALSE
208.2702511,166.5354823,FALSE
82.72272797,175.3856993,FALSE
73.86806844,770.2736948,TRUE
120.4053378,41.43152921,FALSE
113.100522,134.8027589,FALSE
183.5172611,197.1299457,FALSE
133.4552654,0,TRUE
152.0759155,180.1377657,FALSE
172.201697,173.9259026,FALSE
173.9116824,0,TRUE
140.7137728,159.1368463,FALSE
82.75296822,151.1616497,FALSE
129.4024857,491.2923787,TRUE
133.0278528,92.17539887,FALSE
79.13439392,127.2268238,FALSE
129.6169279,95.57788842,FALSE
121.9701146,172.4534794,FALSE
99.73210997,0,TRUE
155.2514568,168.9755768,FALSE
153.4971943,164.9686349,FALSE
136.003021,200.0303718,FALSE
207.8613349,176.042512,FALSE
141.4245228,0,TRUE
109.313739,596.3965543,TRUE
102.1150017,314.6986884,TRUE
91.87188957,148.5007987,FALSE
139.6952088,94.58354292,FALSE
97.52751198,153.2710155,FALSE
119.0597946,0,TRUE
225.5047861,464.8765886,TRUE
153.2186372,166.9976869,FALSE
142.8339226,181.3556225,FALSE
125.1258751,75.21455997,FALSE
137.1785156,186.0253502,FALSE
144.5838187,0,TRUE
101.3815966,755.6406283,TRUE
220.1262836,736.6654891,TRUE
116.354263,123.7884573,FALSE
121.7515569,94.21346157,FALSE
185.445862,187.3249655,FALSE
153.3281545,111.2507161,FALSE
185.3387695,175.3434652,FALSE
92.81089374,71.61200877,FALSE
109.1686114,155.6984397,FALSE
174.5258919,213.2857713,FALSE
197.5361202,181.9184798,FALSE
126.8622983,178.9937899,FALSE
95.30155969,156.9074916,FALSE
178.6170793,696.2305457,TRUE
132.5896981,0,TRUE
178.5156528,209.4616088,FALSE
160.4691803,65.95610354,FALSE
154.8423758,434.9770336,TRUE
97.70024855,1086.071874,TRUE
166.5806392,147.1218041,FALSE
102.0490272,97.15736,FALSE
91.18225354,159.3465619,FALSE
175.8871734,0,TRUE
79.94663306,76.76242921,FALSE
210.701566,252.6914985,TRUE
117.2169994,138.9303599,FALSE
172.9895447,155.3897581,FALSE
144.7738325,591.2703431,TRUE
119.8259525,137.3118814,FALSE
121.0594253,149.8637031,FALSE
140.8898261,137.5987683,FALSE
124.6978205,91.39485007,FALSE
201.8305325,712.4371834,TRUE
149.5809974,177.8435676,FALSE
157.9656608,190.9831695,FALSE
235.312442,206.0292081,FALSE
98.53078399,169.4010027,FALSE
131.8182791,131.8023858,FALSE
78.72020981,51.54833669,FALSE
97.78891553,175.1263564,FALSE
181.8728742,128.040249,FALSE
112.1599282,146.8247088,FALSE
103.2800101,163.7772422,FALSE
106.2970523,316.5212363,TRUE
147.1942336,168.1890191,FALSE
140.4061377,69.01785511,FALSE
109.3746619,111.7265197,FALSE
143.9956183,0,TRUE
111.9278514,112.769346,FALSE
120.732006,116.2996906,FALSE
156.8936439,149.5988179,FALSE
97.7459387,103.7238844,FALSE
135.5335196,152.9593147,FALSE
130.5796805,129.9639989,FALSE
152.0941132,207.5696885,FALSE
86.0293278,140.4227357,FALSE
168.1979268,124.3231602,FALSE
118.5641329,126.3677516,FALSE
152.1072751,0,TRUE
176.5474673,201.330231,FALSE
83.3963461,138.5159962,FALSE
82.06975824,130.4704744,FALSE
123.8035889,139.2451259,FALSE
107.4395283,133.181598,FALSE
168.2501223,112.6671318,FALSE
149.3759792,0,TRUE
98.84561032,150.9673206,FALSE
141.4434369,129.2493099,FALSE
