,Unnamed: 0,Mystery_Data_X,Mystery_Data_Y,Modified,Index,Model
9191,9191,196.1796285,1379.544774,TRUE,0.891500747,TRUE
9270,9270,88.03297613,1375.266189,TRUE,0.887420081,TRUE
8360,8360,98.72606325,1370.530024,TRUE,0.887122601,TRUE
1611,1611,135.1392121,1359.032109,TRUE,0.88375564,TRUE
8741,8741,93.80370882,1353.166042,TRUE,0.876839492,TRUE
8653,8653,206.1389551,1346.080569,TRUE,0.876062381,TRUE
5821,5821,130.2499655,1331.711779,TRUE,0.841417106,TRUE
8582,8582,161.9979892,1325.763827,TRUE,0.834122242,TRUE
3837,3837,228.0069292,1310.533361,TRUE,0.802923304,TRUE
3480,3480,128.8346661,1298.311481,TRUE,0.788748333,TRUE
4594,4594,142.043495,1295.834423,TRUE,0.779946175,TRUE
3574,3574,138.5438858,1281.959836,TRUE,0.745336246,TRUE
2492,2492,166.81204,1275.478087,TRUE,0.736469904,TRUE
3698,3698,119.1228446,1273.603186,TRUE,0.733992313,TRUE
1438,1438,140.8901875,1259.2068,TRUE,0.698568537,TRUE
8175,8175,117.485317,1257.767135,TRUE,0.693857548,TRUE
1873,1873,145.8999736,1256.596856,TRUE,0.692457917,TRUE
1421,1421,146.5492226,1254.013221,TRUE,0.688427628,TRUE
4060,4060,170.8239141,1238.78546,TRUE,0.654625705,TRUE
350,350,157.4525697,1238.634254,TRUE,0.654625705,TRUE
4263,4263,141.2227193,1231.031823,TRUE,0.641164038,TRUE
736,736,111.0174135,1228.77805,TRUE,0.639068832,TRUE
7547,7547,94.11248137,1228.277537,TRUE,0.636936123,TRUE
1351,1351,130.4480333,1221.871938,TRUE,0.618754571,TRUE
562,562,169.9986363,1220.302078,TRUE,0.61559378,TRUE
4327,4327,192.315626,1218.826763,TRUE,0.615260122,TRUE
1839,1839,149.2893166,1214.386145,TRUE,0.60916253,TRUE
1834,1834,177.2072268,1207.031589,TRUE,0.595810167,TRUE
1681,1681,201.5784954,1205.745861,TRUE,0.594791206,TRUE
9260,9260,158.9638961,1204.216678,TRUE,0.592635069,TRUE
1986,1986,103.5258398,1202.037972,TRUE,0.591656909,TRUE
5281,5281,145.4783241,1201.226732,TRUE,0.591565874,TRUE
2653,2653,195.435197,1199.370825,TRUE,0.588565006,TRUE
9106,9106,189.7903273,1199.400302,TRUE,0.588565006,TRUE
9088,9088,204.2982341,1199.494876,TRUE,0.588396807,TRUE
4266,4266,128.9517164,1191.822137,TRUE,0.578123793,TRUE
2149,2149,200.2778146,1189.862293,TRUE,0.576580837,TRUE
9624,9624,197.7443533,1186.732263,TRUE,0.573901231,TRUE
2112,2112,131.9070275,1186.057789,TRUE,0.573819999,TRUE
6877,6877,157.6838518,1182.661748,TRUE,0.570700746,TRUE
6907,6907,105.0026695,1180.003098,TRUE,0.568975188,TRUE
8927,8927,107.9719231,1179.960072,TRUE,0.568975188,TRUE
3342,3342,209.0750593,1179.228682,TRUE,0.567917755,TRUE
4329,4329,140.7866836,1178.418388,TRUE,0.566100539,TRUE
7438,7438,218.6379545,1176.185048,TRUE,0.564247413,TRUE
9147,9147,166.7132309,1176.372281,TRUE,0.564247413,TRUE
5164,5164,175.0477022,1173.960526,TRUE,0.561387843,TRUE
738,738,153.181137,1173.203153,TRUE,0.56082461,TRUE
3396,3396,189.3634975,1171.742945,TRUE,0.559688798,TRUE
8302,8302,219.5479639,1171.52017,TRUE,0.559614349,TRUE
2265,2265,107.3336378,1169.809699,TRUE,0.556917419,TRUE
9246,9246,141.9295227,1168.481253,TRUE,0.556593363,TRUE
674,674,226.325098,1168.451283,TRUE,0.556593363,TRUE
3793,3793,201.7206219,1166.368771,TRUE,0.555128215,TRUE
1221,1221,155.6196666,1162.543362,TRUE,0.550365649,TRUE
2869,2869,167.0440752,1162.7889,TRUE,0.550126177,TRUE
4541,4541,158.7544039,1161.845474,TRUE,0.549559273,TRUE
2021,2021,150.9252271,1161.944968,TRUE,0.549559273,TRUE
3619,3619,222.6532016,1161.88509,TRUE,0.549559273,TRUE
5504,5504,88.4151058,1161.494086,TRUE,0.549117348,TRUE
662,662,169.3143472,1160.454719,TRUE,0.54826219,TRUE
9596,9596,115.1444957,1160.085815,TRUE,0.548073907,TRUE
3959,3959,162.4876299,1158.736605,TRUE,0.547046865,TRUE
4159,4159,89.30894712,1156.933899,TRUE,0.546120524,TRUE
3975,3975,132.368161,1156.866507,TRUE,0.546120524,TRUE
7260,7260,221.1092419,1156.673565,TRUE,0.545937408,TRUE
35,35,130.3615546,1156.496659,TRUE,0.545705737,TRUE
1929,1929,193.5062764,1156.122148,TRUE,0.544728414,TRUE
6547,6547,130.6385226,1154.813945,TRUE,0.544502353,TRUE
1515,1515,124.8500377,1154.712988,TRUE,0.544222552,TRUE
4724,4724,87.31091839,1152.44391,TRUE,0.543302476,TRUE
5469,5469,235.8254342,1152.29861,TRUE,0.543302476,TRUE
4530,4530,219.8839594,1150.401602,TRUE,0.541458111,TRUE
9813,9813,75.24545575,1148.922178,TRUE,0.539270926,TRUE
4558,4558,177.406873,1147.961548,TRUE,0.539180557,TRUE
4334,4334,173.3513825,1147.042535,TRUE,0.537977459,TRUE
5728,5728,143.1502568,1146.638666,TRUE,0.537874303,TRUE
1316,1316,158.4574781,1146.183171,TRUE,0.537184074,TRUE
9203,9203,107.5333177,1145.732461,TRUE,0.537120135,TRUE
120,120,69.86095149,1145.917144,TRUE,0.537120135,TRUE
6205,6205,85.60929397,1144.917463,TRUE,0.536008747,TRUE
9536,9536,94.32726812,1144.784529,TRUE,0.535777254,TRUE
452,452,74.02424925,1144.285229,TRUE,0.535612394,TRUE
1571,1571,163.7548632,1142.823881,TRUE,0.535028681,TRUE
3489,3489,209.4520443,1142.418697,TRUE,0.534614613,TRUE
2749,2749,171.3382876,1142.125652,TRUE,0.534513746,TRUE
7145,7145,158.2635601,1141.623853,TRUE,0.534451367,TRUE
2347,2347,178.6869416,1139.240735,TRUE,0.532039294,TRUE
7367,7367,91.29827177,1138.83793,TRUE,0.531940193,TRUE
1733,1733,119.4927278,1134.913013,TRUE,0.530482698,TRUE
9622,9622,178.3551691,1134.336318,TRUE,0.530423594,TRUE
6563,6563,132.5420134,1132.928957,TRUE,0.529816499,TRUE
3582,3582,151.821267,1133.154479,TRUE,0.529816499,TRUE
4591,4591,115.5304294,1132.352343,TRUE,0.529362106,TRUE
8667,8667,177.5824134,1132.234016,TRUE,0.529267591,TRUE
272,272,181.2416831,1133.384601,TRUE,0.529146563,TRUE
9851,9851,181.797198,1131.497436,TRUE,0.528642077,TRUE
4996,4996,166.7819249,1130.159551,TRUE,0.52828855,TRUE
1384,1384,144.3220086,1128.36349,TRUE,0.527254761,TRUE
679,679,190.303929,1128.028655,TRUE,0.526621892,TRUE
5512,5512,98.69440384,1127.992427,TRUE,0.526621892,TRUE
9878,9878,164.3530337,1127.811026,TRUE,0.526564641,TRUE
9419,9419,166.1756001,1127.366455,TRUE,0.526427191,TRUE
6075,6075,106.2952998,1126.525856,TRUE,0.526143622,TRUE
6027,6027,142.0454685,1125.256116,TRUE,0.525367906,TRUE
6395,6395,122.9051666,1125.179552,TRUE,0.525310981,TRUE
6011,6011,136.9513969,1125.781182,TRUE,0.525278345,TRUE
4523,4523,128.9498633,1124.42324,TRUE,0.524976905,TRUE
3354,3354,211.9099024,1123.311946,TRUE,0.524962413,TRUE
7967,7967,181.3490199,1123.852223,TRUE,0.52486386,TRUE
6227,6227,74.40907979,1123.057689,TRUE,0.52481729,TRUE
5263,5263,239.8984875,1121.23276,TRUE,0.524173872,TRUE
1350,1350,166.4703279,1121.539631,TRUE,0.524173872,TRUE
8251,8251,130.8870874,1121.259837,TRUE,0.524173872,TRUE
5868,5868,92.45696307,1119.556795,TRUE,0.524155069,TRUE
6802,6802,140.1268759,1119.230181,TRUE,0.52369113,TRUE
8342,8342,130.8126425,1118.459783,TRUE,0.52310159,TRUE
3009,3009,102.3207854,1116.246188,TRUE,0.521527867,TRUE
2765,2765,150.2852541,1113.550916,TRUE,0.520279456,TRUE
4258,4258,139.8519264,1113.251924,TRUE,0.520105547,TRUE
8682,8682,169.5315415,1112.90165,TRUE,0.519932807,TRUE
6051,6051,127.9200458,1112.562813,TRUE,0.519341472,TRUE
3770,3770,74.08864097,1111.937333,TRUE,0.519089687,TRUE
8244,8244,154.4537704,1111.812761,TRUE,0.519089687,TRUE
6902,6902,116.0100365,1110.658705,TRUE,0.518734095,TRUE
7998,7998,155.9360613,1109.530693,TRUE,0.51859984,TRUE
9397,9397,136.933086,1109.30628,TRUE,0.51859984,TRUE
6628,6628,167.5291732,1109.036777,TRUE,0.518466033,TRUE
2018,2018,157.1812372,1107.931913,TRUE,0.51740412,TRUE
6772,6772,166.2243464,1107.94286,TRUE,0.51740412,TRUE
8013,8013,128.2616962,1107.002809,TRUE,0.517030499,TRUE
8800,8800,146.156204,1106.792614,TRUE,0.516899188,TRUE
5801,5801,190.319926,1105.000566,TRUE,0.516670639,TRUE
6582,6582,143.8800417,1104.967664,TRUE,0.516670639,TRUE
7715,7715,162.8306494,1104.958297,TRUE,0.516670639,TRUE
300,300,175.9685154,1106.224046,TRUE,0.516634664,TRUE
353,353,124.8795825,1106.588627,TRUE,0.516578839,TRUE
4720,4720,106.5395454,1104.394224,TRUE,0.516195286,TRUE
5206,5206,127.8677377,1103.734391,TRUE,0.515693397,TRUE
9521,9521,135.6092449,1101.874822,TRUE,0.515374441,TRUE
1440,1440,144.8430014,1101.669929,TRUE,0.515374441,TRUE
3995,3995,132.2564895,1101.485784,TRUE,0.515163962,TRUE
5289,5289,206.9807783,1100.105738,TRUE,0.514702321,TRUE
2825,2825,154.0243624,1099.767691,TRUE,0.514549953,TRUE
7066,7066,139.2856492,1099.37074,TRUE,0.514342004,TRUE
6712,6712,58.71481144,1099.384146,TRUE,0.514342004,TRUE
5500,5500,208.0648096,1099.057038,TRUE,0.514266227,TRUE
1940,1940,138.7542782,1098.515838,TRUE,0.514141611,TRUE
6337,6337,91.35576835,1098.799069,TRUE,0.514141611,TRUE
2307,2307,183.0990748,1098.864565,TRUE,0.51406637,TRUE
2774,2774,210.7755777,1098.310368,TRUE,0.51406637,TRUE
9518,9518,100.1019991,1095.704558,TRUE,0.513916685,TRUE
8448,8448,149.8434949,1097.819807,TRUE,0.513859665,TRUE
7918,7918,124.0900182,1097.834778,TRUE,0.513859665,TRUE
4984,4984,140.4611027,1094.570503,TRUE,0.513583969,TRUE
6481,6481,150.4527801,1096.032048,TRUE,0.513446463,TRUE
76,76,137.977435,1096.184351,TRUE,0.513372015,TRUE
115,115,130.1719636,1096.308736,TRUE,0.513372015,TRUE
3857,3857,113.5899383,1097.096954,TRUE,0.513366374,TRUE
1876,1876,129.4738066,1094.393151,TRUE,0.513351838,TRUE
2268,2268,150.776073,1096.720855,TRUE,0.513291663,TRUE
5739,5739,141.7028374,1093.307829,TRUE,0.513026177,TRUE
1823,1823,97.94842994,1093.081488,TRUE,0.51286746,TRUE
1523,1523,123.9490883,1090.862384,TRUE,0.512041591,TRUE
1624,1624,178.8426975,1090.332742,TRUE,0.51197089,TRUE
9910,9910,161.6263958,1090.160805,TRUE,0.511853007,TRUE
1054,1054,89.51793016,1089.206249,TRUE,0.51145617,TRUE
8157,8157,116.6735976,1088.683329,TRUE,0.511385707,TRUE
1601,1601,146.0244059,1088.329685,TRUE,0.511090301,TRUE
1381,1381,108.2415168,1088.308298,TRUE,0.511090301,TRUE
571,571,96.89149748,1086.875136,TRUE,0.510996506,TRUE
8678,8678,215.2889026,1085.118695,TRUE,0.50998287,TRUE
8733,8733,86.71009636,1084.954934,TRUE,0.50998287,TRUE
7878,7878,208.3169583,1085.155727,TRUE,0.50998287,TRUE
9328,9328,124.851521,1084.039207,TRUE,0.509786345,TRUE
540,540,217.6600551,1084.434454,TRUE,0.509786345,TRUE
8905,8905,95.8534647,1083.739483,TRUE,0.509637108,TRUE
1111,1111,154.4818623,1083.698431,TRUE,0.509637108,TRUE
5514,5514,152.7876645,1083.639813,TRUE,0.509637108,TRUE
4553,4553,93.74733216,1083.810781,TRUE,0.509637108,TRUE
7525,7525,141.0514458,1083.903452,TRUE,0.509637108,TRUE
6567,6567,141.2433505,1083.332032,TRUE,0.509226191,TRUE
7013,7013,68.40231239,1081.458399,TRUE,0.508674246,TRUE
1124,1124,220.480898,1081.346369,TRUE,0.508674246,TRUE
6847,6847,94.70551357,1077.777365,TRUE,0.508614624,TRUE
3821,3821,123.3284921,1079.516557,TRUE,0.50860586,TRUE
1778,1778,125.2610539,1079.612735,TRUE,0.50860586,TRUE
6710,6710,122.9001516,1079.421584,TRUE,0.50860586,TRUE
9337,9337,127.489353,1077.374356,TRUE,0.508546907,TRUE
9370,9370,144.0314589,1079.067495,TRUE,0.508537699,TRUE
8857,8857,81.7404323,1078.717239,TRUE,0.508537699,TRUE
7354,7354,131.5973529,1081.200399,TRUE,0.508530229,TRUE
6572,6572,113.1065384,1080.205868,TRUE,0.508387051,TRUE
2026,2026,157.0961228,1076.46756,TRUE,0.508299021,TRUE
1962,1962,142.0679689,1080.078112,TRUE,0.508244702,TRUE
180,180,140.4130689,1075.048734,TRUE,0.508198914,TRUE
8600,8600,132.1660347,1075.04323,TRUE,0.508198914,TRUE
9750,9750,130.9231949,1075.022287,TRUE,0.508198914,TRUE
9302,9302,226.8661618,1074.541597,TRUE,0.508028057,TRUE
628,628,154.0798634,1074.483622,TRUE,0.507961643,TRUE
1179,1179,88.33968758,1074.024533,TRUE,0.507763671,TRUE
8390,8390,156.0072821,1074.062493,TRUE,0.507763671,TRUE
3993,3993,177.5225472,1073.499663,TRUE,0.507383676,TRUE
5702,5702,134.4846454,1073.418001,TRUE,0.507338283,TRUE
1800,1800,160.6338728,1073.18457,TRUE,0.507338283,TRUE
5924,5924,187.7238271,1071.967019,TRUE,0.507157782,TRUE
4851,4851,180.1646373,1071.34167,TRUE,0.506753565,TRUE
7297,7297,125.758162,1071.09451,TRUE,0.50646969,TRUE
3475,3475,116.1328178,1070.886004,TRUE,0.50646969,TRUE
6946,6946,83.2246951,1068.116848,TRUE,0.505924744,TRUE
8743,8743,152.9557162,1066.475339,TRUE,0.505811964,TRUE
4064,4064,219.9089222,1067.962858,TRUE,0.50578403,TRUE
6505,6505,177.9278021,1067.936907,TRUE,0.50578403,TRUE
7914,7914,85.447928,1067.785948,TRUE,0.505644121,TRUE
2733,2733,121.2743419,1067.52895,TRUE,0.505491816,TRUE
5787,5787,123.2550853,1065.439311,TRUE,0.50518903,TRUE
8829,8829,156.1489476,1064.914407,TRUE,0.50518903,TRUE
9488,9488,192.5529516,1063.355262,TRUE,0.504624205,TRUE
843,843,102.2833958,1062.204333,TRUE,0.504305022,TRUE
8309,8309,112.6846398,1062.420032,TRUE,0.504211572,TRUE
2949,2949,122.8228131,1062.145026,TRUE,0.504168254,TRUE
4186,4186,79.37966366,1061.323666,TRUE,0.504102886,TRUE
2029,2029,173.1769919,1060.820243,TRUE,0.503879983,TRUE
7257,7257,131.204383,1058.877626,TRUE,0.503862471,TRUE
1842,1842,145.859939,1060.111895,TRUE,0.503690665,TRUE
2064,2064,139.922264,1059.975933,TRUE,0.503690665,TRUE
1427,1427,191.8253878,1059.460098,TRUE,0.503690665,TRUE
6813,6813,183.4499529,1059.961398,TRUE,0.503690665,TRUE
8224,8224,134.0791834,1055.521772,TRUE,0.502896175,TRUE
3525,3525,217.1538053,1053.241249,TRUE,0.502864669,TRUE
2887,2887,152.5911814,1053.162049,TRUE,0.502727127,TRUE
7782,7782,181.797071,1052.735818,TRUE,0.502721773,TRUE
1766,1766,146.906733,1052.387839,TRUE,0.502602692,TRUE
3119,3119,183.2995576,1051.376438,TRUE,0.502050901,TRUE
743,743,81.48554434,1051.539903,TRUE,0.502050901,TRUE
8466,8466,76.82583855,1050.883878,TRUE,0.501851354,TRUE
4819,4819,113.7438366,1049.907016,TRUE,0.501769177,TRUE
4607,4607,100.6506736,1050.682228,TRUE,0.501751971,TRUE
1909,1909,171.9691631,1050.558618,TRUE,0.501751971,TRUE
1377,1377,190.1116806,1050.428187,TRUE,0.501674217,TRUE
9080,9080,116.8201236,1049.09754,TRUE,0.501264233,TRUE
551,551,233.4678605,1049.109044,TRUE,0.501264233,TRUE
1556,1556,208.4567283,1048.685286,TRUE,0.50122337,TRUE
7392,7392,113.1165268,1046.999713,TRUE,0.500927057,TRUE
8295,8295,135.5568598,1046.860681,TRUE,0.500927057,TRUE
9669,9669,128.0733995,1046.682481,TRUE,0.500753623,TRUE
8517,8517,107.9618598,1046.267488,TRUE,0.500753623,TRUE
1215,1215,227.2473805,1047.194395,TRUE,0.500735962,TRUE
8862,8862,118.7002014,1048.035515,TRUE,0.500667551,TRUE
1021,1021,173.5050293,1046.08089,TRUE,0.500621337,TRUE
5043,5043,119.3838734,1046.591202,TRUE,0.500621337,TRUE
2328,2328,126.0510643,1044.672872,TRUE,0.500454856,TRUE
6355,6355,142.6072341,1044.377048,TRUE,0.500396943,TRUE
6059,6059,154.5875177,1044.240511,TRUE,0.500339197,TRUE
3586,3586,128.0409121,1042.42757,TRUE,0.500329058,TRUE
742,742,112.8481262,1042.548361,TRUE,0.500329058,TRUE
654,654,143.7783092,1042.207672,TRUE,0.500271478,TRUE
9243,9243,121.4531711,1041.99897,TRUE,0.500214062,TRUE
215,215,85.62490877,1041.894035,TRUE,0.500174841,TRUE
9935,9935,200.3481727,1041.305903,TRUE,0.49975501,TRUE
5945,5945,138.7458238,1041.173954,TRUE,0.499697595,TRUE
2348,2348,80.57646705,1038.771687,TRUE,0.499694766,TRUE
6260,6260,106.2970523,1040.521236,TRUE,0.499658622,TRUE
9990,9990,132.7172281,1037.309767,TRUE,0.499165442,TRUE
8848,8848,134.0452273,1038.191251,TRUE,0.499092389,TRUE
4506,4506,92.09835689,1037.888188,TRUE,0.499092389,TRUE
6045,6045,251.1863106,1035.465302,TRUE,0.498726481,TRUE
6325,6325,161.8886276,1036.431889,TRUE,0.498675073,TRUE
6310,6310,171.8651365,1034.698305,TRUE,0.498538453,TRUE
5280,5280,148.1352272,1031.628492,TRUE,0.498415775,TRUE
7468,7468,158.890207,1031.676536,TRUE,0.498415775,TRUE
5734,5734,80.54960246,1012.359258,TRUE,0.498337916,TRUE
8694,8694,123.6089462,1031.442874,TRUE,0.49824479,TRUE
1650,1650,113.4779277,1031.826929,TRUE,0.498223706,TRUE
3463,3463,97.73666247,1028.332814,TRUE,0.498206837,TRUE
1596,1596,248.647951,1034.038415,TRUE,0.498200392,TRUE
4533,4533,164.0292676,1010.865357,TRUE,0.498149392,TRUE
520,520,119.0657062,1030.287956,TRUE,0.498147762,TRUE
7672,7672,84.45137333,1012.880199,TRUE,0.49812676,TRUE
3219,3219,148.3712021,1027.929855,TRUE,0.498092308,TRUE
1277,1277,182.1238193,1006.582229,TRUE,0.498030144,TRUE
9126,9126,110.0134838,1006.797039,TRUE,0.498030144,TRUE
8945,8945,149.7060214,1033.589391,TRUE,0.498014238,TRUE
5580,5580,151.3174193,1008.617229,TRUE,0.49797783,TRUE
2591,2591,106.8779413,1009.900877,TRUE,0.497842585,TRUE
9869,9869,104.5542681,1009.118403,TRUE,0.497783755,TRUE
572,572,85.66760363,1026.592429,TRUE,0.497684831,TRUE
1702,1702,97.20309881,1027.034403,TRUE,0.497662886,TRUE
5303,5303,129.3433211,1007.702304,TRUE,0.497641523,TRUE
9661,9661,121.0463538,1014.044292,TRUE,0.497628711,TRUE
4896,4896,106.7409333,1007.53178,TRUE,0.497586638,TRUE
3040,3040,100.2032677,1005.3798,TRUE,0.497558133,TRUE
9692,9692,82.85429515,1014.270816,TRUE,0.497531014,TRUE
1713,1713,205.8469845,1017.49686,TRUE,0.497488505,TRUE
1863,1863,191.0764663,1017.426876,TRUE,0.497488505,TRUE
5431,5431,108.4068636,1014.448188,TRUE,0.497476581,TRUE
6336,6336,107.4726456,1015.046775,TRUE,0.497458424,TRUE
1141,1141,127.1988624,1005.20711,TRUE,0.497422889,TRUE
4957,4957,93.30595645,420.9449143,TRUE,0.49740323,TRUE
4112,4112,96.64326852,1005.005133,TRUE,0.497387468,TRUE
3153,3153,202.7669086,421.3417697,TRUE,0.497371331,TRUE
3820,3820,174.7013089,1015.197577,TRUE,0.497325409,TRUE
1544,1544,180.8745924,1022.45555,TRUE,0.497272554,TRUE
4261,4261,144.4135216,423.028249,TRUE,0.497269789,TRUE
8592,8592,159.0116834,1025.510032,TRUE,0.497237693,TRUE
2862,2862,193.6109674,1016.498923,TRUE,0.497229321,TRUE
6428,6428,117.3753166,1022.372488,TRUE,0.497217364,TRUE
1975,1975,99.31878067,1015.707742,TRUE,0.497188311,TRUE
3611,3611,130.8177931,1020.697521,TRUE,0.497184654,TRUE
9745,9745,135.6505397,1020.622076,TRUE,0.497184654,TRUE
7450,7450,88.01448188,1000.68871,TRUE,0.497179976,TRUE
7872,7872,227.2958263,431.5341815,TRUE,0.497163087,TRUE
7823,7823,154.5424376,1015.649275,TRUE,0.497134028,TRUE
729,729,147.3004824,1015.952975,TRUE,0.497134028,TRUE
948,948,191.4827167,1023.151934,TRUE,0.497106927,TRUE
6523,6523,147.7271025,1015.404444,TRUE,0.497097757,TRUE
1949,1949,214.3039913,1000.112637,TRUE,0.497090568,TRUE
972,972,80.67819651,999.9367311,TRUE,0.497090568,TRUE
3362,3362,204.9157192,1023.904987,TRUE,0.497088825,TRUE
3781,3781,134.2041857,1023.916079,TRUE,0.497088825,TRUE
1497,1497,97.31479133,1023.942353,TRUE,0.497088825,TRUE
7538,7538,129.0191516,1020.025619,TRUE,0.497070879,TRUE
4241,4241,136.5768774,1020.006488,TRUE,0.497070879,TRUE
6698,6698,106.4587978,1000.201999,TRUE,0.497036728,TRUE
7901,7901,156.3835589,431.5046907,TRUE,0.497034342,TRUE
6044,6044,172.6558337,1022.696415,TRUE,0.497033581,TRUE
3281,3281,115.5781948,418.7415066,TRUE,0.496998076,TRUE
5331,5331,86.69264785,424.0845241,TRUE,0.496965141,TRUE
4516,4516,113.7783925,1024.27515,TRUE,0.496960768,TRUE
9288,9288,164.7657842,1024.362288,TRUE,0.496960768,TRUE
6989,6989,108.9092153,431.6355215,TRUE,0.496942809,TRUE
8161,8161,117.7701764,1024.742197,TRUE,0.496925076,TRUE
3141,3141,186.0873007,431.3626745,TRUE,0.496906285,TRUE
425,425,64.4307319,1024.448021,TRUE,0.496906035,TRUE
3327,3327,173.2851138,423.7199824,TRUE,0.496894784,TRUE
1548,1548,133.0473579,423.7861097,TRUE,0.496894784,TRUE
7495,7495,183.3005356,424.8181396,TRUE,0.496886534,TRUE
1887,1887,81.66036673,1001.700454,TRUE,0.496886185,TRUE
3915,3915,106.312446,1017.882147,TRUE,0.49687064,TRUE
2710,2710,157.4636701,435.7955648,TRUE,0.496870251,TRUE
556,556,114.9436014,432.6123881,TRUE,0.496868962,TRUE
1052,1052,186.4926001,432.5394441,TRUE,0.496868962,TRUE
8621,8621,125.5881546,432.658941,TRUE,0.496868962,TRUE
6209,6209,151.7386527,432.6436226,TRUE,0.496868962,TRUE
6779,6779,170.4401879,418.4126811,TRUE,0.496865062,TRUE
9175,9175,152.0681167,423.4342642,TRUE,0.496861902,TRUE
6715,6715,172.9872113,417.8840336,TRUE,0.496834241,TRUE
3427,3427,208.1174602,432.5025225,TRUE,0.496832473,TRUE
1146,1146,142.3273001,1002.990462,TRUE,0.496826079,TRUE
140,140,179.9700648,416.7672584,TRUE,0.496805652,TRUE
6385,6385,111.9663775,436.5501957,TRUE,0.496778659,TRUE
2350,2350,158.3239439,436.5971343,TRUE,0.496778659,TRUE
3136,3136,75.69575891,436.1933441,TRUE,0.496760934,TRUE
